,index,redirect_url,description,title,posted_date,company,area_json,location,retrieved_date,raw_payload,job_hash,ai_score,model_version,ai_justification,prompt_version,model_implementation
79,15,https://www.adzuna.fr/details/5539180773?utm_medium=api&utm_source=ef4a1e8d,"• développer et automatiser les flux de données en provenance de multiples sources (gcp, plateformes media, api, bases de données crm…) et à destination de data warehouses, plateformes marché ou outils de data visualisation (dashboard / reporting) • définition d’architectures de données scalables, basées sur les outils cloud modernes (gcp/ dbt, outils elts, …) • documentation et maintenance des pipelines et mise en place d’alertes & tests de qualité de données • gestion des projets data enginee…",data engineer f/h,2025-12-12,AGENCE 79,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""AGENCE 79""}, ""id"": ""5539180773"", ""description"": ""\u2022 D\u00e9velopper et automatiser les flux de donn\u00e9es en provenance de multiples sources (GCP, plateformes Media, API, Bases de donn\u00e9es CRM\u2026) et \u00e0 destination de data warehouses, plateformes march\u00e9 ou outils de data visualisation (Dashboard / reporting) \u2022 D\u00e9finition d\u2019architectures de donn\u00e9es scalables, bas\u00e9es sur les outils cloud modernes (GCP/ dbt, outils ELTs, \u2026) \u2022 Documentation et maintenance des pipelines et mise en place d\u2019alertes & tests de qualit\u00e9 de donn\u00e9es \u2022 Gestion des projets data enginee\u2026"", ""latitude"": 48.863839, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""redirect_url"": ""https://www.adzuna.fr/details/5539180773?utm_medium=api&utm_source=ef4a1e8d"", ""contract_type"": ""permanent"", ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzOTE4MDc3MyIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.k-Y5pchFkKnmmiLSAU8bkUdCyqj8wu4vkpkMtrKPiFM"", ""longitude"": 2.344631, ""title"": ""Data Engineer F/H"", ""category"": {""tag"": ""accounting-finance-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Comptabilit\u00e9 et Finance""}, ""location"": {""display_name"": ""Paris, Ile-de-France"", ""__CLASS__"": ""Adzuna::API::Response::Location"", ""area"": [""France"", ""Ile-de-France"", ""Paris""]}, ""created"": ""2025-12-12T07:04:27Z""}",15832910221477364562,8,gpt-3.5-turbo,"Score: 8
Justification: This job posting aligns well with the user's ideal job description of building infrastructure for data science and AI services. The job requires skills in Python, Cloud, and SQL, which the user possesses.",v1,LLM_scoring
80,17,https://www.adzuna.fr/details/5519404447?utm_medium=api&utm_source=ef4a1e8d,"le poste les courants océaniques de surface résultent de la combinaison complexe de différents processus physiques et leur compréhension est essentielle pour diverses applications (régulation du climat, dynamique des écosystèmes marins, navigation, dispersion des polluants). les modèles de deep learning actuels dédiés à la reconstruction des courants de surface en méditerranée et/ou an atlantique nord, intègrent des données océanographiques (température, salinité, hauteur de mer), de vent, et a…",stage - reconstruction de courants par deep learning - h/f - cls,2025-11-29,CLS,"[""France"", ""Occitanie"", ""Haute-Garonne"", ""Toulouse"", ""Toulouse 9e Canton"", "" L'Union""]"," L'Union, Toulouse 9e Canton",2025-12-18,"{""redirect_url"": ""https://www.adzuna.fr/details/5519404447?utm_medium=api&utm_source=ef4a1e8d"", ""longitude"": 1.47452, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxOTQwNDQ0NyIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.oP_qOsZBzLAO-oVko-9QmtTrsnTj-CMDR7uvIicatlw"", ""title"": ""Stage - Reconstruction De Courants Par Deep Learning - H/F - Cls"", ""category"": {""label"": ""Emplois Informatique"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""it-jobs""}, ""location"": {""area"": [""France"", ""Occitanie"", ""Haute-Garonne"", ""Toulouse"", ""Toulouse 9e Canton"", "" L'Union""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": "" L'Union, Toulouse 9e Canton""}, ""contract_time"": ""full_time"", ""created"": ""2025-11-29T18:28:23Z"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""CLS""}, ""id"": ""5519404447"", ""description"": ""Le poste Les courants oc\u00e9aniques de surface r\u00e9sultent de la combinaison complexe de diff\u00e9rents processus physiques et leur compr\u00e9hension est essentielle pour diverses applications (r\u00e9gulation du climat, dynamique des \u00e9cosyst\u00e8mes marins, navigation, dispersion des polluants). Les mod\u00e8les de Deep Learning actuels d\u00e9di\u00e9s \u00e0 la reconstruction des courants de surface en M\u00e9diterran\u00e9e et/ou an Atlantique Nord, int\u00e8grent des donn\u00e9es oc\u00e9anographiques (temp\u00e9rature, salinit\u00e9, hauteur de mer), de vent, et a\u2026"", ""latitude"": 43.54613, ""__CLASS__"": ""Adzuna::API::Response::Job""}",7432833618697607084,2,gpt-3.5-turbo,"Match Score: 2

Justification: The job posting focuses on ocean currents and deep learning models, which may not align with the user's ideal job of building infrastructure for data science and AI services. The skills required also do not fully match the user's profile.",v1,LLM_scoring
81,18,https://www.adzuna.fr/land/ad/5532114006?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=D795C6435C3EC23927186F0DB17C8F7C46BFD954,"dans le cadre du développement d'une plateforme utilisant l'ia générative, nous recherchons un développeur python motivé, prêt à monter rapidement en compétences et à s'investir sur des technologies modernes. missions - développer et optimiser des api backend en python - participer à la conception et l'évolution d'une infrastructure cloud aws (s3, api gateway, lambda, cloudfront, migration en cours vers ec2) - contribuer à une architecture rag basée sur opensearch - intégrer et exploiter les mo…",développeur python - ia & cloud h/f,2025-12-07,VEONUM,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]","La Défense, Courbevoie",2025-12-18,"{""id"": ""5532114006"", ""description"": ""Dans le cadre du d\u00e9veloppement d'une plateforme utilisant l'IA g\u00e9n\u00e9rative, nous recherchons un d\u00e9veloppeur Python motiv\u00e9, pr\u00eat \u00e0 monter rapidement en comp\u00e9tences et \u00e0 s'investir sur des technologies modernes. Missions - D\u00e9velopper et optimiser des API backend en Python - Participer \u00e0 la conception et l'\u00e9volution d'une infrastructure Cloud AWS (S3, API Gateway, Lambda, CloudFront, migration en cours vers EC2) - Contribuer \u00e0 une architecture RAG bas\u00e9e sur Opensearch - Int\u00e9grer et exploiter les mo\u2026"", ""salary_max"": 55000, ""company"": {""display_name"": ""VeoNum"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""location"": {""display_name"": ""La D\u00e9fense, Courbevoie"", ""__CLASS__"": ""Adzuna::API::Response::Location"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Courbevoie"", ""La D\u00e9fense""]}, ""created"": ""2025-12-07T06:08:06Z"", ""contract_time"": ""full_time"", ""salary_min"": 38000, ""salary_is_predicted"": ""0"", ""latitude"": 48.89683, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown"", ""tag"": ""unknown""}, ""redirect_url"": ""https://www.adzuna.fr/land/ad/5532114006?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=D795C6435C3EC23927186F0DB17C8F7C46BFD954"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzMjExNDAwNiIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.NAb9J2h7xGC8hDlLzR7PmZDZxXBFEaX6xGQG58BfBvk"", ""longitude"": 2.25651, ""title"": ""D\u00e9veloppeur Python - IA & Cloud H/F""}",15157237088720493932,8,gpt-3.5-turbo,"Score: 8
Justification: This job matches well with the user's skills in Python, Cloud, and their interest in building infrastructure for AI services. The job involves developing backend APIs in Python, working on AWS cloud infrastructure, and contributing to AI technologies.",v1,LLM_scoring
82,19,https://www.adzuna.fr/land/ad/5545231082?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=84A9E8B85E43C23DD02FB2D497A81D8B19D0434C,"description de poste dans le cadre du développement de nos activités it à lyon, nous recherchons un·e ingénieur·e data analyst (h/f). vos missions seront les suivantes : - participer à la définition des architectures et pipelines data (snowflake, databricks, adls, adf) - concevoir, développer et optimiser des modèles de données. - industrialiser des traitements data en python (etl/elt). - construire des tableaux de bord et analyses avancées via power bi - rédiger la documentation technique et c…",data analyst h/f,2025-12-17,FORTIL GROUP,"[""France"", ""Provence-Alpes-C\u00f4te d'Azur"", ""Var"", ""Toulon"", ""La Seyne-sur-Mer""]","La Seyne-sur-Mer, Toulon",2025-12-18,"{""salary_max"": 45000, ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""fortil group""}, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""latitude"": 43.09447, ""description"": ""DESCRIPTION DE POSTE Dans le cadre du d\u00e9veloppement de nos activit\u00e9s IT \u00e0 Lyon, nous recherchons un\u00b7e Ing\u00e9nieur\u00b7e Data Analyst (H/F). Vos missions seront les suivantes : - Participer \u00e0 la d\u00e9finition des architectures et pipelines Data (Snowflake, Databricks, ADLS, ADF) - Concevoir, d\u00e9velopper et optimiser des mod\u00e8les de donn\u00e9es. - Industrialiser des traitements Data en Python (ETL/ELT). - Construire des tableaux de bord et analyses avanc\u00e9es via Power BI - R\u00e9diger la documentation technique et c\u2026"", ""id"": ""5545231082"", ""title"": ""Data Analyst H/F"", ""longitude"": 5.88286, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0NTIzMTA4MiIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.ImLMI26bo68d_WPDdhaWSFwJqzsry0gnhzwOxnntLxM"", ""salary_min"": 35000, ""redirect_url"": ""https://www.adzuna.fr/land/ad/5545231082?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=84A9E8B85E43C23DD02FB2D497A81D8B19D0434C"", ""created"": ""2025-12-17T04:15:14Z"", ""location"": {""area"": [""France"", ""Provence-Alpes-C\u00f4te d'Azur"", ""Var"", ""Toulon"", ""La Seyne-sur-Mer""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""La Seyne-sur-Mer, Toulon""}, ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Informatique"", ""tag"": ""it-jobs""}}",8565702740435651463,3,gpt-3.5-turbo,"Score: 3
Justification: The job posting is more focused on data analysis and visualization rather than building infrastructure for data science and AI services, which may not align well with the user's ideal job description as a Cloud, Data, or ML engineer.",v1,LLM_scoring
83,20,https://www.adzuna.fr/details/5525419203?utm_medium=api&utm_source=ef4a1e8d,"job description ⚙️ votre rôle en tant que cloud devops engineer vous êtes au cœur de la transformation cloud de nos clients. votre terrain de jeu, ce sont les infrastructures-as-code (iac), les pipelines ci/cd et l’automatisation. vous transformez les architectures en code, vous mettez en place des déploiements industrialisés et vous insufflez une vraie culture devops dans les projets que vous accompagnez. au quotidien, vous pourrez : concevoir et déployer des architectures cloud industrialisée…",cloud devops engineer azure - h/f,2025-12-03,DEVOTEAM M CLOUD FRANCE,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""]","Levallois-Perret, Nanterre",2025-12-18,"{""id"": ""5525419203"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""latitude"": 48.89434, ""description"": ""Job Description \u2699\ufe0f Votre r\u00f4le en tant que Cloud DevOps Engineer Vous \u00eates au c\u0153ur de la transformation cloud de nos clients. Votre terrain de jeu, ce sont les Infrastructures-as-Code (IAC), les pipelines CI/CD et l\u2019automatisation. Vous transformez les architectures en code, vous mettez en place des d\u00e9ploiements industrialis\u00e9s et vous insufflez une vraie culture DevOps dans les projets que vous accompagnez. Au quotidien, vous pourrez : Concevoir et d\u00e9ployer des architectures Cloud industrialis\u00e9e\u2026"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Devoteam M Cloud France""}, ""category"": {""tag"": ""consultancy-jobs"", ""label"": ""Emplois Consultants"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""created"": ""2025-12-03T08:18:41Z"", ""location"": {""display_name"": ""Levallois-Perret, Nanterre"", ""__CLASS__"": ""Adzuna::API::Response::Location"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""]}, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNTQxOTIwMyIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.8bTO9zR8XufRT6BRGug7D0m90roTDwKlOfRH8InymD8"", ""longitude"": 2.28834, ""redirect_url"": ""https://www.adzuna.fr/details/5525419203?utm_medium=api&utm_source=ef4a1e8d"", ""title"": ""Cloud DevOps Engineer Azure - H/F""}",2810097325358586467,7,gpt-3.5-turbo,"Match: 7/10
Justification: The job as a cloud devops engineer at DEVOTEAM M CLOUD FRANCE involves working with cloud infrastructure, automation, and DevOps culture, which aligns well with the user's skills and ideal job description. However, the job posting does not specifically mention data science or AI services, which may not fully meet the user's expectations.",v1,LLM_scoring
84,21,https://www.adzuna.fr/details/5492782340?utm_medium=api&utm_source=ef4a1e8d,"conception & développement de pipelines implémenter de nouveaux flux de données batch et streaming. développer des pipelines etl / elt en python et airflow pour les traitements planifiés, et via nifi ou kafka pour les données en temps réel. assurer l?intégration et la mise à disposition des données dans snowflake. industrialisation & bonnes pratiques participer aux revues de code, aux tests unitaires et d?intégration. contribuer à l?industrialisation des pipelines avec des pratiques ci/cd robus…",data engineer python / aws / airflow / snowflake (it),2025-11-12,LES FILLES ET LES GARÇONS DE LA TECH,"[""France"", ""Ile-de-France""]","Ile-de-France, France",2025-12-18,"{""salary_is_predicted"": ""0"", ""salary_min"": 100, ""created"": ""2025-11-12T22:41:39Z"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Ile-de-France, France"", ""area"": [""France"", ""Ile-de-France""]}, ""salary_max"": 550, ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Les Filles et les Gar\u00e7ons de la Tech""}, ""id"": ""5492782340"", ""description"": ""Conception & d\u00e9veloppement de pipelines Impl\u00e9menter de nouveaux flux de donn\u00e9es batch et streaming. D\u00e9velopper des pipelines ETL / ELT en Python et Airflow pour les traitements planifi\u00e9s, et via NiFi ou Kafka pour les donn\u00e9es en temps r\u00e9el. Assurer l?int\u00e9gration et la mise \u00e0 disposition des donn\u00e9es dans Snowflake. Industrialisation & bonnes pratiques Participer aux revues de code, aux tests unitaires et d?int\u00e9gration. Contribuer \u00e0 l?industrialisation des pipelines avec des pratiques CI/CD robus\u2026"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoieU1kbHFBSGM4QkduNnFpWFBiOHJ2dyIsImkiOiI1NDkyNzgyMzQwIn0.lsJlPf-mi-vIiQ88LhmQ4Z-obBgrZNss0ashK-Vsgdo"", ""longitude"": 2.351634, ""contract_type"": ""contract"", ""redirect_url"": ""https://www.adzuna.fr/details/5492782340?utm_medium=api&utm_source=ef4a1e8d"", ""title"": ""Data Engineer Python / AWS / Airflow / Snowflake (IT)"", ""category"": {""tag"": ""it-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Informatique""}, ""latitude"": 48.811332, ""__CLASS__"": ""Adzuna::API::Response::Job""}",13859215074056806373,8,gpt-3.5-turbo,"Score: 8
Justification: This job matches well with the user's ideal job description and skills in Python, Cloud, and SQL. The job involves building pipelines for data processing and integration, which aligns with the user's experience and interests in data engineering.",v1,LLM_scoring
85,22,https://www.adzuna.fr/details/5495402114?utm_medium=api&utm_source=ef4a1e8d,"cherry pick est à la recherche d'un data engineer python aws pour l'un de ses clients dans le secteur de l'énergie. missions : le data engineer sera responsable de la conception, du développement et de la mise en production de l'architecture de données. il devra notamment : ? collecter les exigences des métiers et des utilisateurs ? concevoir l'architecture de données ? concevoir les pipelines de données ? mettre en production l'architecture ? assurer la maintenance et l'évolution de l'architec…",data engineer python aws (it),2025-11-14,CHERRY PICK,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""latitude"": 48.863839, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""contract_type"": ""contract"", ""longitude"": 2.344631, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NTQwMjExNCIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.1qWFP1T1zsutPL4vKTmUZZTT2c95jm9nfOi530IwovY"", ""redirect_url"": ""https://www.adzuna.fr/details/5495402114?utm_medium=api&utm_source=ef4a1e8d"", ""title"": ""Data Engineer Python AWS (IT)"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Informatique"", ""tag"": ""it-jobs""}, ""company"": {""display_name"": ""Cherry Pick"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""salary_max"": 620, ""id"": ""5495402114"", ""description"": ""Cherry Pick est \u00e0 la recherche d'un Data Engineer Python AWS pour l'un de ses clients dans le secteur de l'\u00e9nergie. Missions : Le Data Engineer sera responsable de la conception, du d\u00e9veloppement et de la mise en production de l'architecture de donn\u00e9es. Il devra notamment : ? Collecter les exigences des m\u00e9tiers et des utilisateurs ? Concevoir l'architecture de donn\u00e9es ? Concevoir les pipelines de donn\u00e9es ? Mettre en production l'architecture ? Assurer la maintenance et l'\u00e9volution de l'architec\u2026"", ""salary_is_predicted"": ""0"", ""salary_min"": 620, ""created"": ""2025-11-14T10:42:53Z"", ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France""}}",5481045916216418864,8,gpt-3.5-turbo,"Match Score: 8

Justification: This job aligns well with the user's ideal job description and skills in Python, Cloud, and SQL. The job involves building data architecture and pipelines, which fits the user's profile as a Data Engineer with 1-2 years of experience.",v1,LLM_scoring
86,23,https://www.adzuna.fr/details/5502476400?utm_medium=api&utm_source=ef4a1e8d,"data engineer spark/scala paris o expérience dans la mise en ?uvre de technologies et frameworks big data et nosql (hadoop, kafka, spark, scala, hive, solr, hbase, kerberos) o spark / scala : confirmé o a l'aise avec le programmation fonctionnelle (connaissance des librairies zio, monix, cats appréciée) o expérience de travail dans un environnement agile ; avec outils et méthodologies associés (confluence, jira, scrum, kanban) au sein de la dsi finance de la dsi, le poste recherché porte sur le…",data engineer spark/scala (it),2025-11-18,WORLDWIDE PEOPLE,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""__CLASS__"": ""Adzuna::API::Response::Job"", ""latitude"": 48.863839, ""longitude"": 2.344631, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoieU1kbHFBSGM4QkduNnFpWFBiOHJ2dyIsImkiOiI1NTAyNDc2NDAwIn0.0rFyac3UK4LMzLIlzGoFck2t0mT0JRkEnP3l-Yphuv4"", ""contract_type"": ""contract"", ""redirect_url"": ""https://www.adzuna.fr/details/5502476400?utm_medium=api&utm_source=ef4a1e8d"", ""title"": ""Data Engineer Spark/Scala (IT)"", ""category"": {""tag"": ""it-jobs"", ""label"": ""Emplois Informatique"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""WorldWide People""}, ""salary_max"": 400, ""id"": ""5502476400"", ""description"": ""Data Engineer Spark/Scala Paris o Exp\u00e9rience dans la mise en ?uvre de technologies et frameworks Big Data et NoSQL (Hadoop, Kafka, Spark, Scala, Hive, SolR, HBase, Kerberos) o Spark / Scala : confirm\u00e9 o A l'aise avec le programmation fonctionnelle (connaissance des librairies ZIO, MONIX, CATS appr\u00e9ci\u00e9e) o Exp\u00e9rience de travail dans un environnement Agile ; avec outils et m\u00e9thodologies associ\u00e9s (Confluence, Jira, Scrum, Kanban) Au sein de la DSI Finance de la DSI, le poste recherch\u00e9 porte sur le\u2026"", ""salary_is_predicted"": ""0"", ""salary_min"": 330, ""created"": ""2025-11-18T21:31:35Z"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France"", ""area"": [""France"", ""Ile-de-France"", ""Paris""]}}",2652350068019008840,4,gpt-3.5-turbo,"Match: 4/10
Justification: The job posting requires experience with technologies like Hadoop, Kafka, and Solr which the user may not have. However, their skills in Python, Cloud, and SQL could be transferable.",v1,LLM_scoring
87,25,https://www.adzuna.fr/land/ad/5528980096?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=9B16ED02867FC073322AC20C2BE5CE468B80EBEC,"nous recherchons pour le compte de notre client, société spécialisée dans le domaine de la finance, un data engineer (h/f) pour leur site de landerneau (120 personnes). au sein d'une équipe data et rattaché(e) au directeur it groupe, votre mission sera de concevoir, développer et maintenir des systèmes de données efficaces et évolutifs. a ce titre, vos missions seront les suivantes : - vous analyserez, combinerez et préparerez les données en fonction des besoins métier et des spécifications de …",data engineer h/f,2025-12-05,EXPECTRA,"[""France"", ""Bretagne"", ""Finist\u00e8re"", ""Brest"", ""Daoulas""]","Daoulas, Brest",2025-12-18,"{""title"": ""Data Engineer H/F"", ""salary_min"": 40000, ""redirect_url"": ""https://www.adzuna.fr/land/ad/5528980096?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=9B16ED02867FC073322AC20C2BE5CE468B80EBEC"", ""longitude"": -4.22822, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyODk4MDA5NiIsInMiOiJ5TWRscUFIYzhCR242cWlYUGI4cnZ3In0.bJ2aD4gxuYnCbBEdy9GYp4NzVLL9IJyfSDUYq6sqSEA"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Daoulas, Brest"", ""area"": [""France"", ""Bretagne"", ""Finist\u00e8re"", ""Brest"", ""Daoulas""]}, ""created"": ""2025-12-05T07:31:09Z"", ""category"": {""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown""}, ""company"": {""display_name"": ""Expectra"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""salary_max"": 45000, ""description"": ""Nous recherchons pour le compte de notre client, soci\u00e9t\u00e9 sp\u00e9cialis\u00e9e dans le domaine de la finance, un Data Engineer (H/F) pour leur site de Landerneau (120 personnes). Au sein d'une \u00e9quipe Data et rattach\u00e9(e) au Directeur IT Groupe, votre mission sera de concevoir, d\u00e9velopper et maintenir des syst\u00e8mes de donn\u00e9es efficaces et \u00e9volutifs. A ce titre, vos missions seront les suivantes : - Vous analyserez, combinerez et pr\u00e9parerez les donn\u00e9es en fonction des besoins m\u00e9tier et des sp\u00e9cifications de \u2026"", ""latitude"": 48.40056, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5528980096""}",2076814258662050638,8,gpt-3.5-turbo,"Match Score: 8
Justification: This job as a data engineer in the finance industry aligns well with the user's ideal job description of building infrastructure for data science and AI services. The required skills of Python, Cloud, and SQL also match the user's profile.",v1,LLM_scoring
88,26,https://www.adzuna.fr/land/ad/5545232227?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=BFF357870A9ECDFD31CC5E4ACAEF5EAD0040DD11,"votre rôle en tant que azure / fabric data engineer grâce à votre maîtrise des services data azure et fabric - tels que data factory, fabric data pipelines, databricks ou synapse - ainsi que vos compétences en python, sql et spark, vous apportez une expertise technique complète. votre compréhension des principes de gouvernance, de qualité de données, des architectures cloud modernes et des pratiques devops vous permet de concevoir des pipelines fiables et des architectures adaptées aux besoins.…",azure - fabric data engineer microsoft h/f,2025-12-17,DEVOTEAM FRANCE,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""]","Levallois-Perret, Nanterre",2025-12-18,"{""id"": ""5545232227"", ""latitude"": 48.89434, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""description"": ""Votre r\u00f4le en tant que Azure / Fabric Data Engineer Gr\u00e2ce \u00e0 votre ma\u00eetrise des services Data Azure et Fabric - tels que Data Factory, Fabric Data Pipelines, Databricks ou Synapse - ainsi que vos comp\u00e9tences en Python, SQL et Spark, vous apportez une expertise technique compl\u00e8te. Votre compr\u00e9hension des principes de gouvernance, de qualit\u00e9 de donn\u00e9es, des architectures cloud modernes et des pratiques DevOps vous permet de concevoir des pipelines fiables et des architectures adapt\u00e9es aux besoins.\u2026"", ""company"": {""display_name"": ""Devoteam France"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""category"": {""tag"": ""unknown"", ""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Unknown""}, ""contract_time"": ""full_time"", ""created"": ""2025-12-17T04:15:26Z"", ""location"": {""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine"", ""Nanterre"", ""Levallois-Perret""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Levallois-Perret, Nanterre""}, ""salary_is_predicted"": ""0"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoieU1kbHFBSGM4QkduNnFpWFBiOHJ2dyIsImkiOiI1NTQ1MjMyMjI3In0.TFJgrehQegF0BOp-hCshB0q1Rr-0vcE72ENT2tnZjwI"", ""longitude"": 2.28834, ""redirect_url"": ""https://www.adzuna.fr/land/ad/5545232227?se=yMdlqAHc8BGn6qiXPb8rvw&utm_medium=api&utm_source=ef4a1e8d&v=BFF357870A9ECDFD31CC5E4ACAEF5EAD0040DD11"", ""title"": ""Azure - Fabric Data Engineer Microsoft H/F""}",9889458958462509868,8,gpt-3.5-turbo,"Match: 8/10
Justification: The job posting aligns well with the user's ideal job description and skills, but may require more than 1-2 years of experience in some areas.",v1,LLM_scoring
